# x	y	u	v	flags	mask
2.3700e+02	3.1300e+02	8.1768e+01	-2.6238e-01	0.0000e+00	0.0000e+00
2.5800e+02	3.1300e+02	8.2807e+01	-2.7937e-02	0.0000e+00	0.0000e+00
2.7900e+02	3.1300e+02	-6.4451e+01	-8.7808e-01	0.0000e+00	0.0000e+00
3.0000e+02	3.1300e+02	-6.9861e+01	9.2965e+00	0.0000e+00	0.0000e+00
3.2100e+02	3.1300e+02	7.6974e+00	1.4251e+01	0.0000e+00	0.0000e+00
3.4200e+02	3.1300e+02	1.5626e+00	-8.3532e+01	0.0000e+00	0.0000e+00
3.6300e+02	3.1300e+02	-1.1922e+02	-7.7697e+01	0.0000e+00	0.0000e+00
3.8400e+02	3.1300e+02	7.4768e+00	-7.1323e+01	0.0000e+00	0.0000e+00
4.0500e+02	3.1300e+02	-5.4411e+01	-7.0368e+01	0.0000e+00	0.0000e+00
4.2600e+02	3.1300e+02	-3.5828e-01	-7.1704e+01	0.0000e+00	0.0000e+00
4.4700e+02	3.1300e+02	6.6092e+01	-6.5035e+00	0.0000e+00	0.0000e+00
4.6800e+02	3.1300e+02	-8.0993e+01	-1.1004e+00	0.0000e+00	0.0000e+00
4.8900e+02	3.1300e+02	-6.8670e+01	-3.9429e+00	0.0000e+00	0.0000e+00
5.1000e+02	3.1300e+02	-1.4688e+02	-9.6870e+00	0.0000e+00	0.0000e+00
5.3100e+02	3.1300e+02	6.6828e+01	-1.3188e+00	0.0000e+00	0.0000e+00
5.5200e+02	3.1300e+02	-7.3641e+01	-8.4381e-01	0.0000e+00	0.0000e+00
5.7300e+02	3.1300e+02	-7.8476e+01	-8.3750e-01	0.0000e+00	0.0000e+00
5.9400e+02	3.1300e+02	-8.0341e+01	8.4834e-02	0.0000e+00	0.0000e+00
6.1500e+02	3.1300e+02	-7.8053e+01	-1.0261e+00	0.0000e+00	0.0000e+00
6.3600e+02	3.1300e+02	-2.0159e+02	-8.4518e-01	0.0000e+00	0.0000e+00
6.5700e+02	3.1300e+02	6.8628e+01	-1.9743e+00	0.0000e+00	0.0000e+00
6.7800e+02	3.1300e+02	-6.6020e+01	-2.0068e+01	0.0000e+00	0.0000e+00
6.9900e+02	3.1300e+02	8.2187e+01	7.2901e+01	0.0000e+00	0.0000e+00
7.2000e+02	3.1300e+02	1.2136e+00	7.0105e+01	0.0000e+00	0.0000e+00
7.4100e+02	3.1300e+02	-6.8439e+01	7.1813e+01	0.0000e+00	0.0000e+00
7.6200e+02	3.1300e+02	-6.5684e+01	7.4138e+01	0.0000e+00	0.0000e+00
7.8300e+02	3.1300e+02	-6.4319e+01	7.6607e+01	0.0000e+00	0.0000e+00
8.0400e+02	3.1300e+02	-6.3052e+01	7.0887e+00	0.0000e+00	0.0000e+00
8.2500e+02	3.1300e+02	1.1850e+01	1.2316e+00	0.0000e+00	0.0000e+00
2.7000e+01	2.9200e+02	5.1305e+00	7.1213e+01	0.0000e+00	0.0000e+00
4.8000e+01	2.9200e+02	6.4039e+01	-7.5132e+01	0.0000e+00	0.0000e+00
6.9000e+01	2.9200e+02	-1.1323e+00	-7.4024e+01	0.0000e+00	0.0000e+00
9.0000e+01	2.9200e+02	-6.8942e-01	6.3617e+01	0.0000e+00	0.0000e+00
1.1100e+02	2.9200e+02	6.8733e+01	7.0136e+01	0.0000e+00	0.0000e+00
1.3200e+02	2.9200e+02	-8.6027e+01	6.9282e+01	0.0000e+00	0.0000e+00
1.5300e+02	2.9200e+02	8.6625e+01	6.9599e+01	0.0000e+00	0.0000e+00
1.7400e+02	2.9200e+02	7.8406e+01	6.9815e+01	0.0000e+00	0.0000e+00
1.9500e+02	2.9200e+02	7.8368e+01	6.9917e+01	0.0000e+00	0.0000e+00
2.1600e+02	2.9200e+02	1.0665e+01	6.9969e+01	0.0000e+00	0.0000e+00
2.3700e+02	2.9200e+02	8.6823e+01	6.9924e+01	0.0000e+00	0.0000e+00
2.5800e+02	2.9200e+02	7.1874e+01	7.0197e+01	0.0000e+00	0.0000e+00
2.7900e+02	2.9200e+02	-6.9324e+01	7.0195e+01	0.0000e+00	0.0000e+00
3.0000e+02	2.9200e+02	-7.0209e+01	7.0185e+01	0.0000e+00	0.0000e+00
3.2100e+02	2.9200e+02	1.0536e+01	6.3095e+01	0.0000e+00	0.0000e+00
3.4200e+02	2.9200e+02	1.9736e+00	-7.6502e+01	0.0000e+00	0.0000e+00
3.6300e+02	2.9200e+02	-1.1844e+02	-8.4483e+01	0.0000e+00	0.0000e+00
3.8400e+02	2.9200e+02	6.9523e+00	-8.0839e+01	0.0000e+00	0.0000e+00
4.0500e+02	2.9200e+02	-6.3157e+01	-7.5114e+01	0.0000e+00	0.0000e+00
4.2600e+02	2.9200e+02	-3.7411e+00	-7.3498e+01	0.0000e+00	0.0000e+00
4.4700e+02	2.9200e+02	1.3890e+01	9.1028e+01	0.0000e+00	0.0000e+00
4.6800e+02	2.9200e+02	6.4346e+01	8.0524e+01	0.0000e+00	0.0000e+00
4.8900e+02	2.9200e+02	-2.4750e+01	7.7948e+01	0.0000e+00	0.0000e+00
5.1000e+02	2.9200e+02	-6.6565e+01	8.5486e+01	0.0000e+00	0.0000e+00
5.3100e+02	2.9200e+02	1.0603e+01	8.1186e+01	0.0000e+00	0.0000e+00
5.5200e+02	2.9200e+02	-8.1226e+01	8.6263e+01	0.0000e+00	0.0000e+00
5.7300e+02	2.9200e+02	-8.5513e+01	9.1001e+01	0.0000e+00	0.0000e+00
5.9400e+02	2.9200e+02	-8.1640e+01	9.3728e+01	0.0000e+00	0.0000e+00
6.1500e+02	2.9200e+02	-8.6807e+01	9.5226e+01	0.0000e+00	0.0000e+00
6.3600e+02	2.9200e+02	7.0378e+01	9.2640e+01	0.0000e+00	0.0000e+00
6.5700e+02	2.9200e+02	5.7025e+01	7.8955e+01	0.0000e+00	0.0000e+00
6.7800e+02	2.9200e+02	-6.8090e+01	8.6483e+01	0.0000e+00	0.0000e+00
6.9900e+02	2.9200e+02	9.1936e+01	8.1800e+01	0.0000e+00	0.0000e+00
7.2000e+02	2.9200e+02	-1.6113e+01	6.7231e+01	0.0000e+00	0.0000e+00
7.4100e+02	2.9200e+02	-7.9799e+00	2.0077e+00	0.0000e+00	0.0000e+00
7.6200e+02	2.9200e+02	6.2385e+00	-4.3913e+01	0.0000e+00	0.0000e+00
7.8300e+02	2.9200e+02	7.2278e+01	-8.3497e+00	0.0000e+00	0.0000e+00
8.0400e+02	2.9200e+02	-1.9554e+01	-1.0381e+01	0.0000e+00	0.0000e+00
8.2500e+02	2.9200e+02	1.4891e+02	-1.2308e+00	0.0000e+00	0.0000e+00
2.7000e+01	2.7100e+02	5.8535e+00	-3.7523e+02	0.0000e+00	0.0000e+00
4.8000e+01	2.7100e+02	6.4684e+01	3.8931e+02	0.0000e+00	0.0000e+00
6.9000e+01	2.7100e+02	5.5356e-01	8.5712e+01	0.0000e+00	0.0000e+00
9.0000e+01	2.7100e+02	7.2054e+00	-6.5188e+01	0.0000e+00	0.0000e+00
1.1100e+02	2.7100e+02	7.3698e+01	-6.8284e+01	0.0000e+00	0.0000e+00
1.3200e+02	2.7100e+02	-8.6791e+01	-6.7701e+01	0.0000e+00	0.0000e+00
1.5300e+02	2.7100e+02	-7.5532e+01	-6.6210e+01	0.0000e+00	0.0000e+00
1.7400e+02	2.7100e+02	2.1613e+01	2.7907e+00	0.0000e+00	0.0000e+00
1.9500e+02	2.7100e+02	8.5997e+01	-6.4912e+01	0.0000e+00	0.0000e+00
2.1600e+02	2.7100e+02	1.2243e+02	-6.2977e+01	0.0000e+00	0.0000e+00
2.3700e+02	2.7100e+02	8.6675e+01	-3.3355e+01	0.0000e+00	0.0000e+00
2.5800e+02	2.7100e+02	8.0035e+01	-3.3312e+01	0.0000e+00	0.0000e+00
2.7900e+02	2.7100e+02	5.9685e+01	-6.5063e+01	0.0000e+00	0.0000e+00
3.0000e+02	2.7100e+02	-7.1979e+01	-6.3135e+01	0.0000e+00	0.0000e+00
3.2100e+02	2.7100e+02	8.8635e+00	-3.9452e+00	0.0000e+00	0.0000e+00
3.4200e+02	2.7100e+02	1.5911e+00	-7.3026e+01	0.0000e+00	0.0000e+00
3.6300e+02	2.7100e+02	-1.1922e+02	-8.0627e+01	0.0000e+00	0.0000e+00
3.8400e+02	2.7100e+02	6.7477e+00	-8.0244e+01	0.0000e+00	0.0000e+00
4.0500e+02	2.7100e+02	-1.1122e+01	-3.0115e+01	0.0000e+00	0.0000e+00
4.2600e+02	2.7100e+02	3.9751e+01	-7.3086e+01	0.0000e+00	0.0000e+00
4.4700e+02	2.7100e+02	-1.0068e+01	-7.6197e+00	0.0000e+00	0.0000e+00
4.6800e+02	2.7100e+02	6.9151e+01	-5.0255e+00	0.0000e+00	0.0000e+00
4.8900e+02	2.7100e+02	-1.7390e+01	-8.3832e+01	0.0000e+00	0.0000e+00
5.1000e+02	2.7100e+02	-1.0633e+01	-8.5476e+01	0.0000e+00	0.0000e+00
5.3100e+02	2.7100e+02	2.7619e+01	-7.0037e+01	0.0000e+00	0.0000e+00
5.5200e+02	2.7100e+02	-8.2807e+01	-6.8330e+01	0.0000e+00	0.0000e+00
5.7300e+02	2.7100e+02	-8.5896e+01	-6.7826e+01	0.0000e+00	0.0000e+00
5.9400e+02	2.7100e+02	-2.0752e+02	-6.6599e+01	0.0000e+00	0.0000e+00
6.1500e+02	2.7100e+02	-6.7154e+01	-6.4143e+01	0.0000e+00	0.0000e+00
6.3600e+02	2.7100e+02	1.0374e-01	-6.8540e+00	0.0000e+00	0.0000e+00
6.5700e+02	2.7100e+02	4.8808e+01	6.6078e+01	0.0000e+00	0.0000e+00
6.7800e+02	2.7100e+02	-7.5430e+01	8.2653e+01	0.0000e+00	0.0000e+00
6.9900e+02	2.7100e+02	1.3616e+01	-1.5340e+02	0.0000e+00	0.0000e+00
7.2000e+02	2.7100e+02	9.7896e-01	-6.2981e+01	0.0000e+00	0.0000e+00
7.4100e+02	2.7100e+02	-6.3720e+00	-6.7868e+01	0.0000e+00	0.0000e+00
7.6200e+02	2.7100e+02	5.6720e+00	6.9515e+01	0.0000e+00	0.0000e+00
7.8300e+02	2.7100e+02	7.5957e+01	7.5691e+01	0.0000e+00	0.0000e+00
8.0400e+02	2.7100e+02	-8.7209e+00	7.9102e+01	0.0000e+00	0.0000e+00
8.2500e+02	2.7100e+02	1.4974e+02	7.9869e+01	0.0000e+00	0.0000e+00
2.7000e+01	2.5000e+02	5.5627e+00	-7.5602e+01	0.0000e+00	0.0000e+00
4.8000e+01	2.5000e+02	6.2653e+01	-8.5512e+01	0.0000e+00	0.0000e+00
6.9000e+01	2.5000e+02	-1.7041e+00	-8.2736e+01	0.0000e+00	0.0000e+00
9.0000e+01	2.5000e+02	7.8412e+01	-2.4516e+01	0.0000e+00	0.0000e+00
1.1100e+02	2.5000e+02	1.5533e+01	-8.0830e+00	0.0000e+00	0.0000e+00
1.3200e+02	2.5000e+02	-7.7157e+01	-4.3220e+00	0.0000e+00	0.0000e+00
1.5300e+02	2.5000e+02	-7.7641e+01	-6.7429e-01	0.0000e+00	0.0000e+00
1.7400e+02	2.5000e+02	-3.4752e+02	-3.1008e-02	0.0000e+00	0.0000e+00
1.9500e+02	2.5000e+02	8.2903e+01	1.6441e-02	0.0000e+00	0.0000e+00
2.1600e+02	2.5000e+02	7.8319e+01	-6.8295e-01	0.0000e+00	0.0000e+00
2.3700e+02	2.5000e+02	8.0169e+01	-4.3604e-01	0.0000e+00	0.0000e+00
2.5800e+02	2.5000e+02	6.9843e+01	-1.5352e+00	0.0000e+00	0.0000e+00
2.7900e+02	2.5000e+02	5.1017e+00	-3.2617e+00	0.0000e+00	0.0000e+00
3.0000e+02	2.5000e+02	-6.6779e+01	-1.8035e+01	0.0000e+00	0.0000e+00
3.2100e+02	2.5000e+02	6.7237e+00	-1.3021e+01	0.0000e+00	0.0000e+00
3.4200e+02	2.5000e+02	1.9363e-01	-6.7512e+00	0.0000e+00	0.0000e+00
3.6300e+02	2.5000e+02	-1.2029e+02	-4.8031e+01	0.0000e+00	0.0000e+00
3.8400e+02	2.5000e+02	9.8648e+00	-7.6881e+01	0.0000e+00	0.0000e+00
4.0500e+02	2.5000e+02	-7.2374e+00	-6.3457e+01	0.0000e+00	0.0000e+00
4.2600e+02	2.5000e+02	9.1933e-01	-1.7977e+00	0.0000e+00	0.0000e+00
4.4700e+02	2.5000e+02	-1.1163e+01	-6.1578e+00	0.0000e+00	0.0000e+00
4.6800e+02	2.5000e+02	5.6997e+00	-6.2705e+01	0.0000e+00	0.0000e+00
4.8900e+02	2.5000e+02	-1.6423e+00	-2.1726e+00	0.0000e+00	0.0000e+00
5.1000e+02	2.5000e+02	-1.6668e+02	-7.2677e+00	0.0000e+00	0.0000e+00
5.3100e+02	2.5000e+02	6.0359e+01	5.3840e+00	0.0000e+00	0.0000e+00
5.5200e+02	2.5000e+02	-4.5549e+00	-4.3161e-01	0.0000e+00	0.0000e+00
5.7300e+02	2.5000e+02	-5.8210e+00	1.7679e+00	0.0000e+00	0.0000e+00
5.9400e+02	2.5000e+02	-1.6465e+00	1.4566e+00	0.0000e+00	0.0000e+00
6.1500e+02	2.5000e+02	-6.5498e+01	1.5370e+01	0.0000e+00	0.0000e+00
6.3600e+02	2.5000e+02	-6.3688e+01	-4.6156e+00	0.0000e+00	0.0000e+00
6.5700e+02	2.5000e+02	1.1109e+00	2.7349e+01	0.0000e+00	0.0000e+00
6.7800e+02	2.5000e+02	-1.1825e+02	8.4954e+01	0.0000e+00	0.0000e+00
6.9900e+02	2.5000e+02	1.9757e+01	-8.3058e+01	0.0000e+00	0.0000e+00
7.2000e+02	2.5000e+02	6.5890e+01	-7.6437e+01	0.0000e+00	0.0000e+00
7.4100e+02	2.5000e+02	-1.6795e+00	-6.3692e+01	0.0000e+00	0.0000e+00
7.6200e+02	2.5000e+02	-4.0289e+00	-6.5297e+01	0.0000e+00	0.0000e+00
7.8300e+02	2.5000e+02	6.6154e+01	5.9742e+00	0.0000e+00	0.0000e+00
8.0400e+02	2.5000e+02	-1.5840e+01	8.2568e+01	0.0000e+00	0.0000e+00
8.2500e+02	2.5000e+02	1.4536e+02	8.7197e+01	0.0000e+00	0.0000e+00
2.7000e+01	2.2900e+02	4.6818e+00	-6.5932e+01	0.0000e+00	0.0000e+00
4.8000e+01	2.2900e+02	3.6649e+01	-8.0144e+01	0.0000e+00	0.0000e+00
6.9000e+01	2.2900e+02	-1.4436e+00	-8.1214e+01	0.0000e+00	0.0000e+00
9.0000e+01	2.2900e+02	7.7826e+01	8.0491e+01	0.0000e+00	0.0000e+00
1.1100e+02	2.2900e+02	6.4852e+00	7.6606e+01	0.0000e+00	0.0000e+00
1.3200e+02	2.2900e+02	-7.3727e+01	7.3098e+01	0.0000e+00	0.0000e+00
1.5300e+02	2.2900e+02	-7.3587e+01	7.3019e+01	0.0000e+00	0.0000e+00
1.7400e+02	2.2900e+02	8.6310e+01	8.2987e+01	0.0000e+00	0.0000e+00
1.9500e+02	2.2900e+02	8.6573e+01	8.5363e+01	0.0000e+00	0.0000e+00
2.1600e+02	2.2900e+02	2.4834e+02	1.1598e+02	0.0000e+00	0.0000e+00
2.3700e+02	2.2900e+02	8.5264e+01	1.2422e+02	0.0000e+00	0.0000e+00
2.5800e+02	2.2900e+02	6.9498e+01	7.6885e+01	0.0000e+00	0.0000e+00
2.7900e+02	2.2900e+02	2.2472e+01	-1.6405e+01	0.0000e+00	0.0000e+00
3.0000e+02	2.2900e+02	-6.7067e+01	-4.7075e+01	0.0000e+00	0.0000e+00
3.2100e+02	2.2900e+02	4.5207e+00	2.6325e+00	0.0000e+00	0.0000e+00
3.4200e+02	2.2900e+02	0.0000e+00	1.0941e+01	0.0000e+00	0.0000e+00
3.6300e+02	2.2900e+02	-1.1944e+02	7.2336e+01	0.0000e+00	0.0000e+00
3.8400e+02	2.2900e+02	8.3137e+00	-4.2355e+01	0.0000e+00	0.0000e+00
4.0500e+02	2.2900e+02	-8.2041e+00	2.5765e+00	0.0000e+00	0.0000e+00
4.2600e+02	2.2900e+02	-2.5124e-01	3.2803e+01	0.0000e+00	0.0000e+00
4.4700e+02	2.2900e+02	4.8297e+00	1.2044e+01	0.0000e+00	0.0000e+00
4.6800e+02	2.2900e+02	1.6709e+00	3.0691e+00	0.0000e+00	0.0000e+00
4.8900e+02	2.2900e+02	-6.0054e-01	1.2081e+00	0.0000e+00	0.0000e+00
5.1000e+02	2.2900e+02	1.1355e+00	-1.4996e+00	0.0000e+00	0.0000e+00
5.3100e+02	2.2900e+02	6.3810e+01	6.9950e+01	0.0000e+00	0.0000e+00
5.5200e+02	2.2900e+02	-5.7959e+00	4.8367e+00	0.0000e+00	0.0000e+00
5.7300e+02	2.2900e+02	1.3161e+00	1.1057e+01	0.0000e+00	0.0000e+00
5.9400e+02	2.2900e+02	-1.6587e+00	7.0153e-01	0.0000e+00	0.0000e+00
6.1500e+02	2.2900e+02	-6.8628e+01	6.7408e+01	0.0000e+00	0.0000e+00
6.3600e+02	2.2900e+02	-7.1939e+01	5.2095e+01	0.0000e+00	0.0000e+00
6.5700e+02	2.2900e+02	-8.5079e+00	7.2507e+01	0.0000e+00	0.0000e+00
6.7800e+02	2.2900e+02	-1.1907e+02	6.9965e+01	0.0000e+00	0.0000e+00
6.9900e+02	2.2900e+02	7.0169e+01	-7.9629e+01	0.0000e+00	0.0000e+00
7.2000e+02	2.2900e+02	6.7796e+01	2.0298e+00	0.0000e+00	0.0000e+00
7.4100e+02	2.2900e+02	6.5284e+01	9.4334e-01	0.0000e+00	0.0000e+00
7.6200e+02	2.2900e+02	-7.0004e+01	-1.6320e+00	0.0000e+00	0.0000e+00
7.8300e+02	2.2900e+02	-7.4125e+01	3.2242e+00	0.0000e+00	0.0000e+00
8.0400e+02	2.2900e+02	-1.1530e+01	8.1188e+01	0.0000e+00	0.0000e+00
8.2500e+02	2.2900e+02	1.4567e+02	8.5477e+01	0.0000e+00	0.0000e+00
2.7000e+01	2.0800e+02	3.6592e+00	-3.6518e+01	0.0000e+00	0.0000e+00
4.8000e+01	2.0800e+02	4.1768e+01	-1.9952e+02	0.0000e+00	0.0000e+00
6.9000e+01	2.0800e+02	-7.2763e-01	-8.6231e+01	0.0000e+00	0.0000e+00
9.0000e+01	2.0800e+02	1.2220e+01	7.6473e+01	0.0000e+00	0.0000e+00
1.1100e+02	2.0800e+02	1.1038e+00	7.6543e+01	0.0000e+00	0.0000e+00
1.3200e+02	2.0800e+02	-7.3957e+01	7.6218e+01	0.0000e+00	0.0000e+00
1.5300e+02	2.0800e+02	7.4210e+01	-6.7213e+01	0.0000e+00	0.0000e+00
1.7400e+02	2.0800e+02	6.9222e+01	-6.7267e+01	0.0000e+00	0.0000e+00
1.9500e+02	2.0800e+02	-8.6253e+01	-6.6921e+01	0.0000e+00	0.0000e+00
2.1600e+02	2.0800e+02	-7.4859e+01	-6.6150e+01	0.0000e+00	0.0000e+00
2.3700e+02	2.0800e+02	-7.0623e+01	-6.6744e+01	0.0000e+00	0.0000e+00
2.5800e+02	2.0800e+02	8.7216e+00	-6.0782e+00	0.0000e+00	0.0000e+00
2.7900e+02	2.0800e+02	9.0007e+00	1.0417e+01	0.0000e+00	0.0000e+00
3.0000e+02	2.0800e+02	-6.7425e+01	8.5255e+00	0.0000e+00	0.0000e+00
3.2100e+02	2.0800e+02	4.1623e+00	6.2674e+01	0.0000e+00	0.0000e+00
3.4200e+02	2.0800e+02	2.9938e-01	6.8781e+01	0.0000e+00	0.0000e+00
3.6300e+02	2.0800e+02	-1.2201e+02	8.0209e+01	0.0000e+00	0.0000e+00
3.8400e+02	2.0800e+02	7.9248e+00	6.3854e+01	0.0000e+00	0.0000e+00
4.0500e+02	2.0800e+02	-4.6563e+01	-1.9054e+00	0.0000e+00	0.0000e+00
4.2600e+02	2.0800e+02	-7.2622e+01	7.9622e+01	0.0000e+00	0.0000e+00
4.4700e+02	2.0800e+02	-9.8157e+01	7.0886e+01	0.0000e+00	0.0000e+00
4.6800e+02	2.0800e+02	6.9383e+01	7.1494e+01	0.0000e+00	0.0000e+00
4.8900e+02	2.0800e+02	-5.5756e-01	1.4697e+01	0.0000e+00	0.0000e+00
5.1000e+02	2.0800e+02	-2.1851e+02	-2.1612e+02	0.0000e+00	0.0000e+00
5.3100e+02	2.0800e+02	6.8170e+01	7.6267e+01	0.0000e+00	0.0000e+00
5.5200e+02	2.0800e+02	-7.0812e+01	6.7174e+01	0.0000e+00	0.0000e+00
5.7300e+02	2.0800e+02	-7.6692e+00	6.7129e+01	0.0000e+00	0.0000e+00
5.9400e+02	2.0800e+02	-1.0895e+01	6.9573e+01	0.0000e+00	0.0000e+00
6.1500e+02	2.0800e+02	-7.9829e+01	7.2542e+01	0.0000e+00	0.0000e+00
6.3600e+02	2.0800e+02	-8.4077e+01	7.6395e+01	0.0000e+00	0.0000e+00
6.5700e+02	2.0800e+02	-1.7576e+02	8.8488e+01	0.0000e+00	0.0000e+00
6.7800e+02	2.0800e+02	-1.2041e+02	9.0342e+01	0.0000e+00	0.0000e+00
6.9900e+02	2.0800e+02	6.6309e+01	-7.6336e+01	0.0000e+00	0.0000e+00
7.2000e+02	2.0800e+02	-6.7604e+00	2.4693e+00	0.0000e+00	0.0000e+00
7.4100e+02	2.0800e+02	-6.7175e+01	6.9004e+01	0.0000e+00	0.0000e+00
7.6200e+02	2.0800e+02	-7.1450e+01	7.0186e+01	0.0000e+00	0.0000e+00
7.8300e+02	2.0800e+02	7.0704e+01	2.2185e+01	0.0000e+00	0.0000e+00
8.0400e+02	2.0800e+02	-6.6172e+00	-1.6815e+02	0.0000e+00	0.0000e+00
8.2500e+02	2.0800e+02	1.5061e+02	-8.7333e+01	0.0000e+00	0.0000e+00
2.7000e+01	1.8700e+02	4.3336e+00	4.0217e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.8700e+02	4.1895e+01	-7.7899e+01	0.0000e+00	0.0000e+00
6.9000e+01	1.8700e+02	-2.2661e+00	-8.2382e+01	0.0000e+00	0.0000e+00
9.0000e+01	1.8700e+02	6.2922e+00	6.7702e+01	0.0000e+00	0.0000e+00
1.1100e+02	1.8700e+02	3.3343e+00	7.2020e+01	0.0000e+00	0.0000e+00
1.3200e+02	1.8700e+02	-7.9838e+01	7.2392e+01	0.0000e+00	0.0000e+00
1.5300e+02	1.8700e+02	6.8274e+01	8.2821e+01	0.0000e+00	0.0000e+00
1.7400e+02	1.8700e+02	1.9218e+00	7.6807e+01	0.0000e+00	0.0000e+00
1.9500e+02	1.8700e+02	-7.4194e+01	7.3213e+01	0.0000e+00	0.0000e+00
2.1600e+02	1.8700e+02	-6.6650e+01	7.2490e+01	0.0000e+00	0.0000e+00
2.3700e+02	1.8700e+02	-6.8616e+01	7.1555e+01	0.0000e+00	0.0000e+00
2.5800e+02	1.8700e+02	-1.3419e+02	-6.6258e+01	0.0000e+00	0.0000e+00
2.7900e+02	1.8700e+02	3.1480e+00	6.9526e+01	0.0000e+00	0.0000e+00
3.0000e+02	1.8700e+02	-7.4209e+01	7.1212e+01	0.0000e+00	0.0000e+00
3.2100e+02	1.8700e+02	5.6013e+01	7.3885e+01	0.0000e+00	0.0000e+00
3.4200e+02	1.8700e+02	-7.1104e+01	7.9265e+01	0.0000e+00	0.0000e+00
3.6300e+02	1.8700e+02	-1.2305e+02	-3.4244e+02	0.0000e+00	0.0000e+00
3.8400e+02	1.8700e+02	8.7598e+00	7.8714e+01	0.0000e+00	0.0000e+00
4.0500e+02	1.8700e+02	-4.1691e+01	7.1240e+01	0.0000e+00	0.0000e+00
4.2600e+02	1.8700e+02	-6.8925e+01	-6.6727e+01	0.0000e+00	0.0000e+00
4.4700e+02	1.8700e+02	-8.1136e+01	-2.2892e+01	0.0000e+00	0.0000e+00
4.6800e+02	1.8700e+02	6.8815e+01	-9.5396e+00	0.0000e+00	0.0000e+00
4.8900e+02	1.8700e+02	-6.6042e+01	-7.0294e+01	0.0000e+00	0.0000e+00
5.1000e+02	1.8700e+02	7.2403e+01	-6.8160e+01	0.0000e+00	0.0000e+00
5.3100e+02	1.8700e+02	2.7965e+00	-7.9290e+00	0.0000e+00	0.0000e+00
5.5200e+02	1.8700e+02	7.2976e+01	-4.1508e+01	0.0000e+00	0.0000e+00
5.7300e+02	1.8700e+02	6.3894e+00	-6.5147e+01	0.0000e+00	0.0000e+00
5.9400e+02	1.8700e+02	-1.4965e+01	-6.6469e+01	0.0000e+00	0.0000e+00
6.1500e+02	1.8700e+02	-8.5953e+01	-6.6240e+01	0.0000e+00	0.0000e+00
6.3600e+02	1.8700e+02	-2.9595e+02	-6.5858e+01	0.0000e+00	0.0000e+00
6.5700e+02	1.8700e+02	-7.5481e+01	-6.5259e+01	0.0000e+00	0.0000e+00
6.7800e+02	1.8700e+02	-8.0759e+01	-6.3152e+01	0.0000e+00	0.0000e+00
6.9900e+02	1.8700e+02	-5.5280e-01	3.7180e-01	0.0000e+00	0.0000e+00
7.2000e+02	1.8700e+02	-3.4912e+01	6.7183e+01	0.0000e+00	0.0000e+00
7.4100e+02	1.8700e+02	-6.5461e+00	-4.7943e+00	0.0000e+00	0.0000e+00
7.6200e+02	1.8700e+02	7.9884e+00	-3.1285e+01	0.0000e+00	0.0000e+00
7.8300e+02	1.8700e+02	-7.6963e+01	-6.2946e+01	0.0000e+00	0.0000e+00
8.0400e+02	1.8700e+02	-8.0371e+00	-7.7065e+00	0.0000e+00	0.0000e+00
8.2500e+02	1.8700e+02	1.6478e+02	-7.9315e+01	0.0000e+00	0.0000e+00
2.7000e+01	1.6600e+02	5.2349e+00	3.6595e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.6600e+02	3.9986e+01	-8.4457e+01	0.0000e+00	0.0000e+00
6.9000e+01	1.6600e+02	-4.2895e+00	-8.3625e+01	0.0000e+00	0.0000e+00
9.0000e+01	1.6600e+02	1.7706e+00	6.9593e+01	0.0000e+00	0.0000e+00
1.1100e+02	1.6600e+02	9.2290e+00	6.8388e+01	0.0000e+00	0.0000e+00
1.3200e+02	1.6600e+02	-1.1419e+02	6.7624e+01	0.0000e+00	0.0000e+00
1.5300e+02	1.6600e+02	6.6666e+01	7.1149e+01	0.0000e+00	0.0000e+00
1.7400e+02	1.6600e+02	2.4656e+00	6.7987e+01	0.0000e+00	0.0000e+00
1.9500e+02	1.6600e+02	-7.2651e+01	7.0406e+01	0.0000e+00	0.0000e+00
2.1600e+02	1.6600e+02	6.6126e+01	6.4862e+01	0.0000e+00	0.0000e+00
2.3700e+02	1.6600e+02	8.3034e+00	2.0467e+00	0.0000e+00	0.0000e+00
2.5800e+02	1.6600e+02	-6.4098e+01	3.9711e+01	0.0000e+00	0.0000e+00
2.7900e+02	1.6600e+02	-6.8860e+01	7.1914e+01	0.0000e+00	0.0000e+00
3.0000e+02	1.6600e+02	-7.3088e+01	6.9592e+01	0.0000e+00	0.0000e+00
3.2100e+02	1.6600e+02	6.3418e+01	-8.7130e+00	0.0000e+00	0.0000e+00
3.4200e+02	1.6600e+02	-4.4864e+00	-7.3231e+01	0.0000e+00	0.0000e+00
3.6300e+02	1.6600e+02	-1.2112e+02	-8.3344e+01	0.0000e+00	0.0000e+00
3.8400e+02	1.6600e+02	8.3646e+00	6.8294e+01	0.0000e+00	0.0000e+00
4.0500e+02	1.6600e+02	-3.0865e+01	6.2829e+01	0.0000e+00	0.0000e+00
4.2600e+02	1.6600e+02	1.9123e+00	7.5002e+00	0.0000e+00	0.0000e+00
4.4700e+02	1.6600e+02	-1.1660e+02	3.7534e+01	0.0000e+00	0.0000e+00
4.6800e+02	1.6600e+02	6.9205e+01	-7.2569e+01	0.0000e+00	0.0000e+00
