# x	y	u	v	flags	mask
4.8900e+02	1.6600e+02	-4.8891e+01	-6.9746e+01	0.0000e+00	0.0000e+00
5.1000e+02	1.6600e+02	-7.7790e+00	3.3944e+01	0.0000e+00	0.0000e+00
5.3100e+02	1.6600e+02	-6.5033e+01	5.4715e+01	0.0000e+00	0.0000e+00
5.5200e+02	1.6600e+02	1.5657e+02	6.9506e+01	0.0000e+00	0.0000e+00
5.7300e+02	1.6600e+02	7.1385e+01	6.4981e+01	0.0000e+00	0.0000e+00
5.9400e+02	1.6600e+02	-7.2962e+01	5.4400e+01	0.0000e+00	0.0000e+00
6.1500e+02	1.6600e+02	-7.9735e+01	4.1502e+01	0.0000e+00	0.0000e+00
6.3600e+02	1.6600e+02	-7.1575e+01	1.9178e+01	0.0000e+00	0.0000e+00
6.5700e+02	1.6600e+02	-6.5635e+01	2.1475e+01	0.0000e+00	0.0000e+00
6.7800e+02	1.6600e+02	-6.8469e+01	4.9449e+01	0.0000e+00	0.0000e+00
6.9900e+02	1.6600e+02	-7.1375e+01	6.8432e+01	0.0000e+00	0.0000e+00
7.2000e+02	1.6600e+02	-1.3807e+00	-7.4518e+01	0.0000e+00	0.0000e+00
7.4100e+02	1.6600e+02	-3.2753e+00	6.8549e+01	0.0000e+00	0.0000e+00
7.6200e+02	1.6600e+02	2.1117e+00	6.9907e+01	0.0000e+00	0.0000e+00
7.8300e+02	1.6600e+02	-8.3418e+01	6.8902e+01	0.0000e+00	0.0000e+00
8.0400e+02	1.6600e+02	-1.1166e+01	6.7160e+01	0.0000e+00	0.0000e+00
8.2500e+02	1.6600e+02	1.6794e+02	7.8903e+01	0.0000e+00	0.0000e+00
2.7000e+01	1.4500e+02	3.9552e+00	-8.7429e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.4500e+02	3.0764e+01	-5.5867e+01	0.0000e+00	0.0000e+00
6.9000e+01	1.4500e+02	-5.6206e+00	-4.0428e+01	0.0000e+00	0.0000e+00
9.0000e+01	1.4500e+02	-2.6283e+00	-1.5647e+01	0.0000e+00	0.0000e+00
1.1100e+02	1.4500e+02	1.2601e+02	1.5118e+02	0.0000e+00	0.0000e+00
1.3200e+02	1.4500e+02	-1.3492e+02	-7.0919e+01	0.0000e+00	0.0000e+00
1.5300e+02	1.4500e+02	6.6074e+01	-7.8168e+01	0.0000e+00	0.0000e+00
1.7400e+02	1.4500e+02	3.3580e+00	7.0467e+01	0.0000e+00	0.0000e+00
1.9500e+02	1.4500e+02	-6.2783e+01	-6.5682e+01	0.0000e+00	0.0000e+00
2.1600e+02	1.4500e+02	4.0332e+00	-2.8956e+00	0.0000e+00	0.0000e+00
2.3700e+02	1.4500e+02	4.2656e+00	8.7797e+01	0.0000e+00	0.0000e+00
2.5800e+02	1.4500e+02	-8.1625e+01	1.1537e+02	0.0000e+00	0.0000e+00
2.7900e+02	1.4500e+02	-3.7282e+02	1.3829e+02	0.0000e+00	0.0000e+00
3.0000e+02	1.4500e+02	-6.7794e+01	1.4019e+02	0.0000e+00	0.0000e+00
3.2100e+02	1.4500e+02	1.8595e+01	-4.9810e+00	0.0000e+00	0.0000e+00
3.4200e+02	1.4500e+02	-1.2455e+00	-4.5777e+01	0.0000e+00	0.0000e+00
3.6300e+02	1.4500e+02	-1.1850e+02	-5.7063e+01	0.0000e+00	0.0000e+00
3.8400e+02	1.4500e+02	3.8461e+00	1.4243e+00	0.0000e+00	0.0000e+00
4.0500e+02	1.4500e+02	6.6032e+01	-6.5582e+00	0.0000e+00	0.0000e+00
4.2600e+02	1.4500e+02	-4.4047e+01	-7.5706e+01	0.0000e+00	0.0000e+00
4.4700e+02	1.4500e+02	-1.1812e+02	-6.7618e+01	0.0000e+00	0.0000e+00
4.6800e+02	1.4500e+02	6.6840e+01	-6.5834e+01	0.0000e+00	0.0000e+00
4.8900e+02	1.4500e+02	-6.2753e+01	-3.1850e+00	0.0000e+00	0.0000e+00
5.1000e+02	1.4500e+02	-7.0401e+01	6.8017e+01	0.0000e+00	0.0000e+00
5.3100e+02	1.4500e+02	-7.1134e+01	7.9505e+01	0.0000e+00	0.0000e+00
5.5200e+02	1.4500e+02	2.6509e+02	1.6487e+02	0.0000e+00	0.0000e+00
5.7300e+02	1.4500e+02	1.7076e+02	1.6647e+02	0.0000e+00	0.0000e+00
5.9400e+02	1.4500e+02	-3.9057e+01	3.4741e+00	0.0000e+00	0.0000e+00
6.1500e+02	1.4500e+02	-2.4700e+02	4.3779e+00	0.0000e+00	0.0000e+00
6.3600e+02	1.4500e+02	7.1550e+01	1.3380e+02	0.0000e+00	0.0000e+00
6.5700e+02	1.4500e+02	-1.0874e+01	3.6351e+00	0.0000e+00	0.0000e+00
6.7800e+02	1.4500e+02	-7.2617e+01	4.4349e+02	0.0000e+00	0.0000e+00
6.9900e+02	1.4500e+02	1.8562e+02	1.0174e+02	0.0000e+00	0.0000e+00
7.2000e+02	1.4500e+02	-1.5476e-01	-4.2098e+00	0.0000e+00	0.0000e+00
7.4100e+02	1.4500e+02	-6.6057e+00	-1.3848e+01	0.0000e+00	0.0000e+00
7.6200e+02	1.4500e+02	2.6289e+00	-2.9643e+00	0.0000e+00	0.0000e+00
7.8300e+02	1.4500e+02	-8.3772e+01	-4.7206e+00	0.0000e+00	0.0000e+00
8.0400e+02	1.4500e+02	-6.6028e+01	-7.1206e+00	0.0000e+00	0.0000e+00
8.2500e+02	1.4500e+02	1.0223e+01	-7.1881e+00	0.0000e+00	0.0000e+00
2.7000e+01	1.2400e+02	4.7502e+00	3.6274e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.2400e+02	2.1020e+01	7.7648e+01	0.0000e+00	0.0000e+00
6.9000e+01	1.2400e+02	-6.4033e+00	7.4402e+01	0.0000e+00	0.0000e+00
9.0000e+01	1.2400e+02	7.2323e+01	-6.9062e+01	0.0000e+00	0.0000e+00
1.1100e+02	1.2400e+02	7.1862e+01	-6.5562e+01	0.0000e+00	0.0000e+00
1.3200e+02	1.2400e+02	-8.1843e+01	-6.6296e+01	0.0000e+00	0.0000e+00
1.5300e+02	1.2400e+02	-1.6909e+00	-3.2579e+00	0.0000e+00	0.0000e+00
1.7400e+02	1.2400e+02	3.6389e+00	6.8912e+01	0.0000e+00	0.0000e+00
1.9500e+02	1.2400e+02	5.5823e+00	-3.7043e-01	0.0000e+00	0.0000e+00
2.1600e+02	1.2400e+02	2.0272e+01	-6.5778e+01	0.0000e+00	0.0000e+00
2.3700e+02	1.2400e+02	-7.1205e+01	-6.2794e+01	0.0000e+00	0.0000e+00
2.5800e+02	1.2400e+02	2.5833e+01	-9.8243e+00	0.0000e+00	0.0000e+00
2.7900e+02	1.2400e+02	6.7003e+01	-6.6217e+01	0.0000e+00	0.0000e+00
3.0000e+02	1.2400e+02	-8.4178e+01	-6.6072e+01	0.0000e+00	0.0000e+00
3.2100e+02	1.2400e+02	2.9502e+00	-2.0374e+01	0.0000e+00	0.0000e+00
3.4200e+02	1.2400e+02	2.7429e-01	7.0455e+01	0.0000e+00	0.0000e+00
3.6300e+02	1.2400e+02	-1.1757e+02	8.1393e+01	0.0000e+00	0.0000e+00
3.8400e+02	1.2400e+02	6.4104e+01	-6.8394e+01	0.0000e+00	0.0000e+00
4.0500e+02	1.2400e+02	-5.0350e+01	-6.8108e+01	0.0000e+00	0.0000e+00
4.2600e+02	1.2400e+02	-7.2463e+01	-7.3107e+01	0.0000e+00	0.0000e+00
4.4700e+02	1.2400e+02	6.7512e+01	-5.5214e+01	0.0000e+00	0.0000e+00
4.6800e+02	1.2400e+02	1.0994e+01	6.3713e+01	0.0000e+00	0.0000e+00
4.8900e+02	1.2400e+02	-6.9194e+01	6.9058e+01	0.0000e+00	0.0000e+00
5.1000e+02	1.2400e+02	-3.1144e+00	5.4856e+00	0.0000e+00	0.0000e+00
5.3100e+02	1.2400e+02	6.8425e+01	-6.5467e+01	0.0000e+00	0.0000e+00
5.5200e+02	1.2400e+02	-8.6352e+01	-6.5054e+01	0.0000e+00	0.0000e+00
5.7300e+02	1.2400e+02	-4.1475e+02	-6.5624e+01	0.0000e+00	0.0000e+00
5.9400e+02	1.2400e+02	8.4467e+01	-6.6200e+01	0.0000e+00	0.0000e+00
6.1500e+02	1.2400e+02	-7.3450e+01	-6.2849e+01	0.0000e+00	0.0000e+00
6.3600e+02	1.2400e+02	-6.7053e+01	-5.5611e+00	0.0000e+00	0.0000e+00
6.5700e+02	1.2400e+02	-9.5581e+00	7.2288e-01	0.0000e+00	0.0000e+00
6.7800e+02	1.2400e+02	-6.5576e+01	-2.4169e+01	0.0000e+00	0.0000e+00
6.9900e+02	1.2400e+02	4.5093e-01	-7.2221e+01	0.0000e+00	0.0000e+00
7.2000e+02	1.2400e+02	7.0599e+01	-8.0717e+01	0.0000e+00	0.0000e+00
7.4100e+02	1.2400e+02	-7.5045e+00	-6.5023e+01	0.0000e+00	0.0000e+00
7.6200e+02	1.2400e+02	-4.3395e+00	-8.3551e+00	0.0000e+00	0.0000e+00
7.8300e+02	1.2400e+02	-3.5447e+02	-9.0464e+00	0.0000e+00	0.0000e+00
8.0400e+02	1.2400e+02	-6.5749e+01	-6.3122e+01	0.0000e+00	0.0000e+00
8.2500e+02	1.2400e+02	-9.2638e+00	-2.1343e+00	0.0000e+00	0.0000e+00
2.7000e+01	1.0300e+02	3.3876e+00	-2.3043e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.0300e+02	9.0288e+00	6.9443e+01	0.0000e+00	0.0000e+00
6.9000e+01	1.0300e+02	-2.5462e+01	6.9315e+01	0.0000e+00	0.0000e+00
9.0000e+01	1.0300e+02	7.3721e+01	7.3510e+01	0.0000e+00	0.0000e+00
1.1100e+02	1.0300e+02	2.5724e+01	7.0074e+01	0.0000e+00	0.0000e+00
1.3200e+02	1.0300e+02	-7.8583e+01	7.0767e+01	0.0000e+00	0.0000e+00
1.5300e+02	1.0300e+02	-8.2697e+01	7.0775e+01	0.0000e+00	0.0000e+00
1.7400e+02	1.0300e+02	2.4996e+02	7.0009e+01	0.0000e+00	0.0000e+00
1.9500e+02	1.0300e+02	7.3375e+01	6.9563e+01	0.0000e+00	0.0000e+00
2.1600e+02	1.0300e+02	6.8571e+01	7.6923e+01	0.0000e+00	0.0000e+00
2.3700e+02	1.0300e+02	-6.7755e+01	8.0501e+01	0.0000e+00	0.0000e+00
2.5800e+02	1.0300e+02	3.3697e+01	7.2253e+01	0.0000e+00	0.0000e+00
2.7900e+02	1.0300e+02	1.2261e+01	7.0979e+01	0.0000e+00	0.0000e+00
3.0000e+02	1.0300e+02	-8.1063e+01	7.1542e+01	0.0000e+00	0.0000e+00
3.2100e+02	1.0300e+02	-8.0612e+01	7.1368e+01	0.0000e+00	0.0000e+00
3.4200e+02	1.0300e+02	-7.2549e+01	7.0265e+01	0.0000e+00	0.0000e+00
3.6300e+02	1.0300e+02	-1.1547e+02	6.8392e+01	0.0000e+00	0.0000e+00
3.8400e+02	1.0300e+02	6.5407e+01	8.3552e+01	0.0000e+00	0.0000e+00
4.0500e+02	1.0300e+02	-3.8720e+01	7.6542e+01	0.0000e+00	0.0000e+00
4.2600e+02	1.0300e+02	-7.6080e+01	7.5756e+01	0.0000e+00	0.0000e+00
4.4700e+02	1.0300e+02	8.6578e+01	6.8554e+01	0.0000e+00	0.0000e+00
4.6800e+02	1.0300e+02	-6.5579e+01	7.6573e+01	0.0000e+00	0.0000e+00
4.8900e+02	1.0300e+02	-6.9538e+01	8.2655e+01	0.0000e+00	0.0000e+00
5.1000e+02	1.0300e+02	3.1897e+00	1.9772e+02	0.0000e+00	0.0000e+00
5.3100e+02	1.0300e+02	6.8051e+01	8.5596e+01	0.0000e+00	0.0000e+00
5.5200e+02	1.0300e+02	-6.8182e+01	7.4204e+01	0.0000e+00	0.0000e+00
5.7300e+02	1.0300e+02	-7.2882e+01	7.3606e+01	0.0000e+00	0.0000e+00
5.9400e+02	1.0300e+02	-5.9457e+01	6.9639e+01	0.0000e+00	0.0000e+00
6.1500e+02	1.0300e+02	-7.3400e+01	7.1207e+01	0.0000e+00	0.0000e+00
6.3600e+02	1.0300e+02	-7.9760e+01	7.2171e+01	0.0000e+00	0.0000e+00
6.5700e+02	1.0300e+02	2.0185e+02	6.9704e+01	0.0000e+00	0.0000e+00
6.7800e+02	1.0300e+02	-6.2791e+01	6.8621e+01	0.0000e+00	0.0000e+00
6.9900e+02	1.0300e+02	1.1327e+00	6.7027e+01	0.0000e+00	0.0000e+00
7.2000e+02	1.0300e+02	8.8718e+01	6.3740e+01	0.0000e+00	0.0000e+00
7.4100e+02	1.0300e+02	-7.6488e+01	6.5502e+01	0.0000e+00	0.0000e+00
7.6200e+02	1.0300e+02	-7.8174e+01	6.9218e+01	0.0000e+00	0.0000e+00
7.8300e+02	1.0300e+02	8.3717e+01	7.7693e+01	0.0000e+00	0.0000e+00
8.0400e+02	1.0300e+02	-1.0269e+01	7.9967e+01	0.0000e+00	0.0000e+00
8.2500e+02	1.0300e+02	-1.2039e+01	6.8380e+01	0.0000e+00	0.0000e+00
2.7000e+01	8.2000e+01	3.7983e+00	5.8324e+00	0.0000e+00	0.0000e+00
4.8000e+01	8.2000e+01	8.4942e+00	6.2839e+00	0.0000e+00	0.0000e+00
6.9000e+01	8.2000e+01	1.8594e+01	-8.0775e+00	0.0000e+00	0.0000e+00
9.0000e+01	8.2000e+01	3.9208e+00	-2.2324e+01	0.0000e+00	0.0000e+00
1.1100e+02	8.2000e+01	6.8665e+01	1.8591e+01	0.0000e+00	0.0000e+00
1.3200e+02	8.2000e+01	-7.3382e+01	5.8361e+00	0.0000e+00	0.0000e+00
1.5300e+02	8.2000e+01	-1.9428e+02	-5.7154e+00	0.0000e+00	0.0000e+00
1.7400e+02	8.2000e+01	1.8502e+02	-1.2250e+01	0.0000e+00	0.0000e+00
1.9500e+02	8.2000e+01	7.3980e+01	-1.8793e+01	0.0000e+00	0.0000e+00
2.1600e+02	8.2000e+01	8.6989e+00	5.9005e-01	0.0000e+00	0.0000e+00
2.3700e+02	8.2000e+01	-6.9758e+01	7.4133e+01	0.0000e+00	0.0000e+00
2.5800e+02	8.2000e+01	1.8132e+00	-1.5805e+00	0.0000e+00	0.0000e+00
2.7900e+02	8.2000e+01	-2.9280e+00	-5.2565e+00	0.0000e+00	0.0000e+00
3.0000e+02	8.2000e+01	-8.0619e+01	-7.4893e+00	0.0000e+00	0.0000e+00
3.2100e+02	8.2000e+01	-8.0091e+01	-6.2593e+00	0.0000e+00	0.0000e+00
3.4200e+02	8.2000e+01	-7.2391e+01	-7.9536e+00	0.0000e+00	0.0000e+00
3.6300e+02	8.2000e+01	-1.2207e+02	-2.9438e+01	0.0000e+00	0.0000e+00
3.8400e+02	8.2000e+01	1.1463e+01	-9.6511e+00	0.0000e+00	0.0000e+00
4.0500e+02	8.2000e+01	-3.9430e+01	6.9796e+01	0.0000e+00	0.0000e+00
4.2600e+02	8.2000e+01	-7.1419e+01	7.0078e+01	0.0000e+00	0.0000e+00
4.4700e+02	8.2000e+01	8.8062e+00	-1.4148e+00	0.0000e+00	0.0000e+00
4.6800e+02	8.2000e+01	3.7444e+01	-6.7535e+01	0.0000e+00	0.0000e+00
4.8900e+02	8.2000e+01	-7.2931e+01	-7.4734e+01	0.0000e+00	0.0000e+00
5.1000e+02	8.2000e+01	2.0187e+00	-1.3443e+02	0.0000e+00	0.0000e+00
5.3100e+02	8.2000e+01	6.8494e+01	8.0637e+01	0.0000e+00	0.0000e+00
5.5200e+02	8.2000e+01	-7.0948e+01	7.4634e+01	0.0000e+00	0.0000e+00
5.7300e+02	8.2000e+01	-6.8023e+01	-8.9556e+00	0.0000e+00	0.0000e+00
5.9400e+02	8.2000e+01	-9.3112e+00	-5.9180e+00	0.0000e+00	0.0000e+00
6.1500e+02	8.2000e+01	-7.8218e+01	-7.5909e+00	0.0000e+00	0.0000e+00
6.3600e+02	8.2000e+01	-2.5569e+02	-8.5315e+00	0.0000e+00	0.0000e+00
6.5700e+02	8.2000e+01	6.6486e+01	-8.2450e+00	0.0000e+00	0.0000e+00
6.7800e+02	8.2000e+01	-6.4823e+01	-1.0099e+01	0.0000e+00	0.0000e+00
6.9900e+02	8.2000e+01	-6.6378e-01	-2.4510e+01	0.0000e+00	0.0000e+00
7.2000e+02	8.2000e+01	1.3471e+02	-7.3493e+00	0.0000e+00	0.0000e+00
7.4100e+02	8.2000e+01	-2.0866e+01	-6.6358e+00	0.0000e+00	0.0000e+00
7.6200e+02	8.2000e+01	-7.7535e+01	-1.1202e+01	0.0000e+00	0.0000e+00
7.8300e+02	8.2000e+01	7.0006e+01	-1.2750e+01	0.0000e+00	0.0000e+00
8.0400e+02	8.2000e+01	-1.0977e+01	8.0302e+01	0.0000e+00	0.0000e+00
8.2500e+02	8.2000e+01	-1.2278e+01	7.6235e+01	0.0000e+00	0.0000e+00
2.7000e+01	6.1000e+01	5.8707e-02	-7.5028e+00	0.0000e+00	0.0000e+00
4.8000e+01	6.1000e+01	6.8636e-01	-4.9612e+00	0.0000e+00	0.0000e+00
6.9000e+01	6.1000e+01	3.7670e-01	-5.9886e+00	0.0000e+00	0.0000e+00
9.0000e+01	6.1000e+01	4.2709e-01	-3.7148e+00	0.0000e+00	0.0000e+00
1.1100e+02	6.1000e+01	2.6073e-01	-2.8687e+00	0.0000e+00	0.0000e+00
1.3200e+02	6.1000e+01	1.1863e+02	-1.2250e+01	0.0000e+00	0.0000e+00
1.5300e+02	6.1000e+01	7.8185e+01	-1.2224e+01	0.0000e+00	0.0000e+00
1.7400e+02	6.1000e+01	8.1331e+01	-1.1956e+01	0.0000e+00	0.0000e+00
1.9500e+02	6.1000e+01	3.1177e+01	-7.3561e+00	0.0000e+00	0.0000e+00
2.1600e+02	6.1000e+01	-3.5187e-02	2.5963e+01	0.0000e+00	0.0000e+00
2.3700e+02	6.1000e+01	-7.2330e+01	7.9186e+01	0.0000e+00	0.0000e+00
2.5800e+02	6.1000e+01	6.4391e+01	-7.5620e+01	0.0000e+00	0.0000e+00
2.7900e+02	6.1000e+01	1.4383e+01	-6.8058e+01	0.0000e+00	0.0000e+00
3.0000e+02	6.1000e+01	-8.2497e+01	-1.1625e+01	0.0000e+00	0.0000e+00
3.2100e+02	6.1000e+01	-7.9014e+01	-6.6825e+01	0.0000e+00	0.0000e+00
3.4200e+02	6.1000e+01	-7.8316e+01	-6.6673e+01	0.0000e+00	0.0000e+00
3.6300e+02	6.1000e+01	-5.2061e+00	-9.1304e+00	0.0000e+00	0.0000e+00
3.8400e+02	6.1000e+01	3.2998e+00	8.4052e+00	0.0000e+00	0.0000e+00
4.0500e+02	6.1000e+01	-4.6160e+01	7.3636e+01	0.0000e+00	0.0000e+00
4.2600e+02	6.1000e+01	-1.8852e+02	-9.4293e+01	0.0000e+00	0.0000e+00
4.4700e+02	6.1000e+01	6.6586e+01	-6.0650e+01	0.0000e+00	0.0000e+00
4.6800e+02	6.1000e+01	-6.9817e+01	-4.5740e+00	0.0000e+00	0.0000e+00
4.8900e+02	6.1000e+01	-7.6395e+01	3.4018e+01	0.0000e+00	0.0000e+00
5.1000e+02	6.1000e+01	-6.6324e-01	-7.3964e+00	0.0000e+00	0.0000e+00
5.3100e+02	6.1000e+01	6.8998e+01	4.0892e+02	0.0000e+00	0.0000e+00
5.5200e+02	6.1000e+01	-6.8945e+01	6.6612e+01	0.0000e+00	0.0000e+00
5.7300e+02	6.1000e+01	8.7016e+01	-6.9282e+01	0.0000e+00	0.0000e+00
5.9400e+02	6.1000e+01	-7.6303e+01	-6.8582e+01	0.0000e+00	0.0000e+00
6.1500e+02	6.1000e+01	-8.0227e+01	-6.8504e+01	0.0000e+00	0.0000e+00
6.3600e+02	6.1000e+01	-7.8409e+01	-6.9066e+01	0.0000e+00	0.0000e+00
6.5700e+02	6.1000e+01	-7.7244e+01	-6.8769e+01	0.0000e+00	0.0000e+00
6.7800e+02	6.1000e+01	-7.9678e+01	-6.7144e+01	0.0000e+00	0.0000e+00
6.9900e+02	6.1000e+01	-7.8641e+01	-6.7897e+01	0.0000e+00	0.0000e+00
7.2000e+02	6.1000e+01	-8.6366e+01	-6.6696e+01	0.0000e+00	0.0000e+00
7.4100e+02	6.1000e+01	-7.6705e+01	-6.5992e+01	0.0000e+00	0.0000e+00
7.6200e+02	6.1000e+01	-7.5759e+01	-3.3868e+01	0.0000e+00	0.0000e+00
7.8300e+02	6.1000e+01	-7.9755e+01	4.8400e+00	0.0000e+00	0.0000e+00
8.0400e+02	6.1000e+01	-1.0653e+01	7.3589e+01	0.0000e+00	0.0000e+00
8.2500e+02	6.1000e+01	-9.8334e+00	2.2186e+00	0.0000e+00	0.0000e+00
2.7000e+01	4.0000e+01	1.1363e-01	1.3324e+00	0.0000e+00	0.0000e+00
4.8000e+01	4.0000e+01	4.4613e-01	1.0440e+00	0.0000e+00	0.0000e+00
6.9000e+01	4.0000e+01	2.4042e-01	9.0937e-01	0.0000e+00	0.0000e+00
9.0000e+01	4.0000e+01	7.0978e-01	1.3751e+00	0.0000e+00	0.0000e+00
1.1100e+02	4.0000e+01	4.5830e-01	3.0212e+00	0.0000e+00	0.0000e+00
1.3200e+02	4.0000e+01	1.3396e+02	6.8492e+01	0.0000e+00	0.0000e+00
1.5300e+02	4.0000e+01	8.3917e+01	6.8434e+01	0.0000e+00	0.0000e+00
1.7400e+02	4.0000e+01	8.3996e+01	6.8319e+01	0.0000e+00	0.0000e+00
1.9500e+02	4.0000e+01	8.1734e+01	6.8619e+01	0.0000e+00	0.0000e+00
2.1600e+02	4.0000e+01	-6.9971e+01	6.8835e+01	0.0000e+00	0.0000e+00
2.3700e+02	4.0000e+01	-6.9871e+01	6.8760e+01	0.0000e+00	0.0000e+00
2.5800e+02	4.0000e+01	3.4446e+01	7.0325e+01	0.0000e+00	0.0000e+00
2.7900e+02	4.0000e+01	1.2435e+01	6.7804e+01	0.0000e+00	0.0000e+00
3.0000e+02	4.0000e+01	-8.2920e+01	6.7595e+01	0.0000e+00	0.0000e+00
3.2100e+02	4.0000e+01	1.6800e+02	6.8138e+01	0.0000e+00	0.0000e+00
3.4200e+02	4.0000e+01	-7.7910e+01	6.8548e+01	0.0000e+00	0.0000e+00
3.6300e+02	4.0000e+01	-8.5537e+01	6.8783e+01	0.0000e+00	0.0000e+00
3.8400e+02	4.0000e+01	8.6310e+01	6.8885e+01	0.0000e+00	0.0000e+00
4.0500e+02	4.0000e+01	-6.5444e+01	6.8674e+01	0.0000e+00	0.0000e+00
4.2600e+02	4.0000e+01	4.6463e+00	6.8427e+01	0.0000e+00	0.0000e+00
4.4700e+02	4.0000e+01	2.0811e+01	7.0192e+01	0.0000e+00	0.0000e+00
4.6800e+02	4.0000e+01	-8.2132e+01	6.8840e+01	0.0000e+00	0.0000e+00
4.8900e+02	4.0000e+01	-7.1900e+01	6.8131e+01	0.0000e+00	0.0000e+00
5.1000e+02	4.0000e+01	1.7802e+00	6.8077e+01	0.0000e+00	0.0000e+00
5.3100e+02	4.0000e+01	8.7587e+00	6.8708e+01	0.0000e+00	0.0000e+00
5.5200e+02	4.0000e+01	-1.5423e+02	6.7952e+01	0.0000e+00	0.0000e+00
5.7300e+02	4.0000e+01	8.5519e+01	6.8464e+01	0.0000e+00	0.0000e+00
5.9400e+02	4.0000e+01	-3.9811e+02	6.8170e+01	0.0000e+00	0.0000e+00
6.1500e+02	4.0000e+01	-8.1025e+01	6.7004e+01	0.0000e+00	0.0000e+00
6.3600e+02	4.0000e+01	-7.3052e+01	6.7548e+01	0.0000e+00	0.0000e+00
6.5700e+02	4.0000e+01	-7.8521e+01	6.5372e+01	0.0000e+00	0.0000e+00
6.7800e+02	4.0000e+01	-7.9730e+01	6.5693e+01	0.0000e+00	0.0000e+00
6.9900e+02	4.0000e+01	-8.4799e+01	6.6078e+01	0.0000e+00	0.0000e+00
7.2000e+02	4.0000e+01	-8.4293e+01	6.6138e+01	0.0000e+00	0.0000e+00
7.4100e+02	4.0000e+01	-7.6916e+01	6.8112e+01	0.0000e+00	0.0000e+00
7.6200e+02	4.0000e+01	-7.8167e+01	6.8797e+01	0.0000e+00	0.0000e+00
7.8300e+02	4.0000e+01	-3.2659e+02	6.8626e+01	0.0000e+00	0.0000e+00
8.0400e+02	4.0000e+01	-3.6194e+01	6.8653e+01	0.0000e+00	0.0000e+00
8.2500e+02	4.0000e+01	-5.3977e+00	5.5868e+01	0.0000e+00	0.0000e+00
2.7000e+01	1.9000e+01	7.2986e+01	-6.8492e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.9000e+01	1.8397e+01	-9.9553e+00	0.0000e+00	0.0000e+00
6.9000e+01	1.9000e+01	7.9836e+01	-1.1187e+01	0.0000e+00	0.0000e+00
9.0000e+01	1.9000e+01	8.1568e+01	-1.0560e+01	0.0000e+00	0.0000e+00
1.1100e+02	1.9000e+01	7.9835e+01	-9.9019e+00	0.0000e+00	0.0000e+00
1.3200e+02	1.9000e+01	8.2841e+01	-1.0223e+01	0.0000e+00	0.0000e+00
1.5300e+02	1.9000e+01	8.1332e+01	-1.0669e+01	0.0000e+00	0.0000e+00
1.7400e+02	1.9000e+01	7.8502e+01	-1.1167e+01	0.0000e+00	0.0000e+00
1.9500e+02	1.9000e+01	8.4855e+01	-1.1396e+01	0.0000e+00	0.0000e+00
2.1600e+02	1.9000e+01	8.2398e+01	-9.6176e+00	0.0000e+00	0.0000e+00
2.3700e+02	1.9000e+01	7.1754e+01	-1.2056e+01	0.0000e+00	0.0000e+00
2.5800e+02	1.9000e+01	4.4106e+00	-1.0447e+01	0.0000e+00	0.0000e+00
2.7900e+02	1.9000e+01	-1.1422e+01	4.9938e+00	0.0000e+00	0.0000e+00
3.0000e+02	1.9000e+01	7.1247e+01	-1.3344e+00	0.0000e+00	0.0000e+00
3.2100e+02	1.9000e+01	8.1430e+01	-5.7414e+00	0.0000e+00	0.0000e+00
3.4200e+02	1.9000e+01	7.4918e+01	-7.5942e+00	0.0000e+00	0.0000e+00
3.6300e+02	1.9000e+01	8.4662e+01	-8.9922e+00	0.0000e+00	0.0000e+00
3.8400e+02	1.9000e+01	8.6795e+01	-9.4740e+00	0.0000e+00	0.0000e+00
4.0500e+02	1.9000e+01	8.3123e+01	-8.2686e+00	0.0000e+00	0.0000e+00
4.2600e+02	1.9000e+01	3.9465e+01	-1.0732e+01	0.0000e+00	0.0000e+00
4.4700e+02	1.9000e+01	5.1109e-01	-6.2691e+00	0.0000e+00	0.0000e+00
4.6800e+02	1.9000e+01	-7.8807e+01	-4.7235e+00	0.0000e+00	0.0000e+00
4.8900e+02	1.9000e+01	-7.3221e+01	-8.9183e+00	0.0000e+00	0.0000e+00
5.1000e+02	1.9000e+01	3.3719e-01	-1.7348e+01	0.0000e+00	0.0000e+00
5.3100e+02	1.9000e+01	-1.3361e-01	-7.3322e+00	0.0000e+00	0.0000e+00
5.5200e+02	1.9000e+01	-8.6540e+01	-4.8070e+00	0.0000e+00	0.0000e+00
5.7300e+02	1.9000e+01	2.0220e+02	-3.1236e+00	0.0000e+00	0.0000e+00
5.9400e+02	1.9000e+01	-2.0702e+02	-2.2588e+00	0.0000e+00	0.0000e+00
6.1500e+02	1.9000e+01	-1.2409e+02	-2.1904e+00	0.0000e+00	0.0000e+00
6.3600e+02	1.9000e+01	1.4414e+02	-6.2257e-01	0.0000e+00	0.0000e+00
6.5700e+02	1.9000e+01	-8.2867e+01	4.6935e-01	0.0000e+00	0.0000e+00
6.7800e+02	1.9000e+01	-8.0345e+01	-9.5705e-01	0.0000e+00	0.0000e+00
6.9900e+02	1.9000e+01	-8.2767e+01	-8.9844e-01	0.0000e+00	0.0000e+00
7.2000e+02	1.9000e+01	-7.9497e+01	-4.7768e-01	0.0000e+00	0.0000e+00
